,0
3725,greek
3726,italian
3727,mexican
3728,mexican
3729,french
3730,indian
3731,southern_us
3732,french
3733,southern_us
3734,british
3735,greek
3736,italian
3737,italian
3738,southern_us
3739,italian
3740,french
3741,french
3742,southern_us
3743,italian
3744,italian
3745,indian
3746,british
3747,italian
3748,italian
3749,greek
3750,indian
3751,southern_us
3752,mexican
3753,italian
3754,mexican
3755,french
3756,mexican
3757,italian
3758,french
3759,russian
3760,french
3761,greek
3762,korean
3763,mexican
3764,italian
3765,french
3766,mexican
3767,italian
3768,italian
3769,greek
3770,italian
3771,spanish
3772,chinese
3773,french
3774,italian
3775,southern_us
3776,southern_us
3777,italian
3778,irish
3779,korean
3780,moroccan
3781,italian
3782,french
3783,italian
3784,moroccan
3785,brazilian
3786,greek
3787,spanish
3788,french
3789,mexican
3790,italian
3791,italian
3792,italian
3793,southern_us
3794,mexican
3795,russian
3796,mexican
3797,southern_us
3798,southern_us
3799,japanese
3800,french
3801,french
3802,italian
3803,indian
3804,italian
3805,brazilian
3806,mexican
3807,southern_us
3808,french
3809,southern_us
3810,indian
3811,mexican
3812,british
3813,indian
3814,italian
3815,french
3816,greek
3817,greek
3818,indian
3819,italian
3820,thai
3821,southern_us
3822,italian
3823,southern_us
3824,spanish
3825,mexican
3826,italian
3827,french
3828,italian
3829,chinese
3830,irish
3831,italian
3832,italian
3833,chinese
3834,southern_us
3835,moroccan
3836,japanese
3837,french
3838,french
3839,indian
3840,southern_us
3841,southern_us
3842,mexican
3843,french
3844,cajun_creole
3845,french
3846,chinese
3847,italian
3848,southern_us
3849,vietnamese
3850,indian
3851,italian
3852,japanese
3853,french
3854,mexican
3855,southern_us
3856,british
3857,french
3858,french
3859,irish
3860,french
3861,spanish
3862,spanish
3863,southern_us
3864,italian
3865,french
3866,brazilian
3867,southern_us
3868,french
3869,italian
3870,french
3871,southern_us
3872,greek
3873,mexican
3874,indian
3875,italian
3876,chinese
3877,french
3878,mexican
3879,spanish
3880,southern_us
3881,italian
3882,french
3883,italian
3884,italian
3885,french
3886,indian
3887,french
3888,french
3889,french
3890,japanese
3891,japanese
3892,french
3893,italian
3894,italian
3895,french
3896,french
3897,italian
3898,italian
3899,southern_us
3900,southern_us
3901,italian
3902,chinese
3903,french
3904,southern_us
3905,french
3906,french
3907,italian
3908,mexican
3909,greek
3910,greek
3911,italian
3912,southern_us
3913,french
3914,greek
3915,southern_us
3916,indian
3917,french
3918,italian
3919,greek
3920,southern_us
3921,french
3922,moroccan
3923,southern_us
3924,mexican
3925,italian
3926,french
3927,mexican
3928,french
3929,southern_us
3930,mexican
3931,french
3932,southern_us
3933,southern_us
3934,mexican
3935,russian
3936,mexican
3937,italian
3938,japanese
3939,southern_us
3940,italian
3941,southern_us
3942,southern_us
3943,mexican
3944,italian
3945,italian
3946,southern_us
3947,italian
3948,russian
3949,indian
3950,italian
3951,italian
3952,cajun_creole
3953,southern_us
3954,italian
3955,italian
3956,italian
3957,french
3958,french
3959,moroccan
3960,russian
3961,southern_us
3962,french
3963,mexican
3964,southern_us
3965,moroccan
3966,japanese
3967,mexican
3968,southern_us
3969,southern_us
3970,mexican
3971,italian
3972,southern_us
3973,british
3974,british
3975,french
3976,italian
3977,italian
3978,italian
3979,southern_us
3980,italian
3981,southern_us
3982,indian
3983,cajun_creole
3984,moroccan
3985,southern_us
3986,italian
3987,southern_us
3988,southern_us
3989,mexican
3990,french
3991,french
3992,french
3993,chinese
3994,thai
3995,southern_us
3996,greek
3997,chinese
3998,french
3999,italian
4000,russian
4001,russian
4002,italian
4003,italian
4004,cajun_creole
4005,italian
4006,italian
4007,french
4008,italian
4009,french
4010,spanish
4011,chinese
4012,japanese
4013,italian
4014,mexican
4015,italian
4016,french
4017,mexican
4018,italian
4019,southern_us
4020,indian
4021,southern_us
4022,french
4023,french
4024,italian
4025,greek
4026,southern_us
4027,chinese
4028,italian
4029,italian
4030,irish
4031,mexican
4032,french
4033,indian
4034,spanish
4035,italian
4036,french
4037,italian
4038,french
4039,italian
4040,italian
4041,southern_us
4042,french
4043,italian
4044,chinese
4045,filipino
4046,italian
4047,southern_us
4048,cajun_creole
4049,french
4050,southern_us
4051,italian
4052,moroccan
4053,french
4054,italian
4055,mexican
4056,brazilian
4057,british
4058,irish
4059,italian
4060,french
4061,french
4062,russian
4063,mexican
4064,southern_us
4065,italian
4066,vietnamese
4067,french
4068,indian
4069,french
4070,mexican
4071,mexican
4072,spanish
4073,french
4074,greek
4075,japanese
4076,italian
4077,french
4078,southern_us
4079,mexican
4080,indian
4081,french
4082,french
4083,french
4084,italian
4085,french
4086,mexican
4087,french
4088,southern_us
4089,italian
4090,southern_us
4091,russian
4092,chinese
4093,italian
4094,french
4095,southern_us
4096,french
4097,italian
4098,italian
4099,southern_us
4100,southern_us
4101,moroccan
4102,italian
4103,italian
4104,greek
4105,japanese
4106,greek
4107,southern_us
4108,french
4109,russian
4110,moroccan
4111,italian
4112,french
4113,british
4114,italian
4115,southern_us
4116,french
4117,irish
4118,italian
4119,french
4120,french
4121,italian
4122,japanese
4123,spanish
4124,southern_us
4125,spanish
4126,greek
4127,chinese
4128,spanish
4129,thai
4130,italian
4131,southern_us
4132,southern_us
4133,korean
4134,french
4135,french
4136,french
4137,french
4138,mexican
4139,italian
4140,mexican
4141,mexican
4142,mexican
4143,french
4144,greek
4145,moroccan
4146,french
4147,spanish
4148,jamaican
4149,italian
4150,french
4151,greek
4152,southern_us
4153,french
4154,mexican
4155,irish
4156,french
4157,mexican
4158,italian
4159,italian
4160,southern_us
4161,japanese
4162,southern_us
4163,italian
4164,italian
4165,italian
4166,mexican
4167,italian
4168,southern_us
4169,mexican
4170,southern_us
4171,italian
4172,british
4173,chinese
4174,italian
4175,jamaican
4176,southern_us
4177,french
4178,cajun_creole
4179,french
4180,indian
4181,southern_us
4182,southern_us
4183,chinese
4184,spanish
4185,french
4186,italian
4187,chinese
4188,italian
4189,mexican
4190,italian
4191,italian
4192,italian
4193,indian
4194,southern_us
4195,southern_us
4196,cajun_creole
4197,japanese
4198,italian
4199,spanish
4200,italian
4201,french
4202,southern_us
4203,mexican
4204,french
4205,italian
4206,cajun_creole
4207,italian
4208,french
4209,mexican
4210,french
4211,mexican
4212,british
4213,southern_us
4214,jamaican
4215,russian
4216,mexican
4217,russian
4218,italian
4219,japanese
4220,chinese
4221,italian
4222,british
4223,italian
4224,spanish
4225,french
4226,korean
4227,japanese
4228,italian
4229,french
4230,italian
4231,italian
4232,italian
4233,spanish
4234,italian
4235,chinese
4236,italian
4237,mexican
4238,thai
4239,mexican
4240,greek
4241,italian
4242,southern_us
4243,french
4244,british
4245,indian
4246,mexican
4247,italian
4248,italian
4249,french
4250,mexican
4251,italian
4252,spanish
4253,chinese
4254,greek
4255,italian
4256,french
4257,mexican
4258,british
4259,french
4260,italian
4261,italian
4262,italian
4263,french
4264,british
4265,french
4266,southern_us
4267,french
4268,indian
4269,french
4270,french
4271,italian
4272,mexican
4273,french
4274,russian
4275,greek
4276,greek
4277,southern_us
4278,moroccan
4279,french
4280,spanish
4281,british
4282,indian
4283,italian
4284,french
4285,british
4286,southern_us
4287,french
4288,southern_us
4289,french
4290,french
4291,french
4292,italian
4293,indian
4294,british
4295,french
4296,spanish
4297,italian
4298,mexican
4299,greek
4300,mexican
4301,southern_us
4302,french
4303,british
4304,moroccan
4305,southern_us
4306,italian
4307,greek
4308,southern_us
4309,italian
4310,japanese
4311,italian
4312,southern_us
4313,mexican
4314,indian
4315,greek
4316,french
4317,british
4318,chinese
4319,british
4320,french
4321,chinese
4322,greek
4323,french
4324,cajun_creole
4325,greek
4326,french
4327,french
4328,french
4329,french
4330,chinese
4331,thai
4332,indian
4333,italian
4334,italian
4335,southern_us
4336,southern_us
4337,french
4338,moroccan
4339,french
4340,italian
4341,french
4342,italian
4343,greek
4344,southern_us
4345,spanish
4346,mexican
4347,french
4348,british
4349,mexican
4350,jamaican
4351,italian
4352,southern_us
4353,italian
4354,indian
4355,italian
4356,italian
4357,mexican
4358,mexican
4359,french
4360,southern_us
4361,french
4362,japanese
4363,southern_us
4364,greek
4365,french
4366,chinese
4367,greek
4368,italian
4369,irish
4370,southern_us
4371,italian
4372,italian
4373,italian
4374,french
4375,thai
4376,french
4377,italian
4378,french
4379,italian
4380,italian
4381,french
4382,greek
4383,irish
4384,japanese
4385,spanish
4386,spanish
4387,french
4388,french
4389,russian
4390,mexican
4391,italian
4392,french
4393,chinese
4394,chinese
4395,french
4396,french
4397,thai
4398,italian
4399,southern_us
4400,chinese
4401,southern_us
4402,chinese
4403,cajun_creole
4404,mexican
4405,french
4406,southern_us
4407,british
4408,southern_us
4409,british
4410,brazilian
4411,southern_us
4412,italian
4413,thai
4414,mexican
4415,thai
4416,greek
4417,british
4418,french
4419,mexican
4420,french
4421,southern_us
4422,indian
4423,french
4424,french
4425,indian
4426,italian
4427,southern_us
4428,chinese
4429,japanese
4430,mexican
4431,indian
4432,french
4433,southern_us
4434,french
4435,southern_us
4436,british
4437,southern_us
4438,russian
4439,brazilian
4440,southern_us
4441,southern_us
4442,british
4443,italian
4444,mexican
4445,southern_us
4446,italian
4447,italian
4448,russian
4449,italian
4450,italian
4451,korean
4452,greek
4453,french
4454,french
4455,southern_us
4456,southern_us
4457,southern_us
4458,southern_us
4459,mexican
4460,mexican
4461,italian
4462,chinese
4463,italian
4464,southern_us
4465,italian
4466,moroccan
4467,italian
4468,french
4469,chinese
4470,french
4471,greek
4472,italian
4473,southern_us
4474,moroccan
4475,italian
4476,russian
4477,irish
4478,greek
4479,italian
4480,spanish
4481,chinese
4482,spanish
4483,french
4484,moroccan
4485,italian
4486,mexican
4487,french
4488,southern_us
4489,french
4490,italian
4491,french
4492,french
4493,british
4494,cajun_creole
4495,italian
4496,indian
4497,italian
4498,italian
4499,french
4500,mexican
4501,moroccan
4502,italian
4503,japanese
4504,japanese
4505,french
4506,moroccan
4507,italian
4508,french
4509,southern_us
4510,french
4511,italian
4512,french
4513,southern_us
4514,italian
4515,chinese
4516,italian
4517,italian
4518,british
4519,italian
4520,southern_us
4521,mexican
4522,italian
4523,french
4524,russian
4525,greek
4526,southern_us
4527,french
4528,italian
4529,italian
4530,moroccan
4531,french
4532,italian
4533,french
4534,southern_us
4535,mexican
4536,french
4537,italian
4538,italian
4539,italian
4540,indian
4541,italian
4542,mexican
4543,southern_us
4544,french
4545,russian
4546,italian
4547,french
4548,italian
4549,mexican
4550,southern_us
4551,mexican
4552,italian
4553,moroccan
4554,french
4555,thai
4556,italian
4557,southern_us
4558,italian
4559,french
4560,southern_us
4561,vietnamese
4562,thai
4563,mexican
4564,italian
4565,cajun_creole
4566,greek
4567,french
4568,italian
4569,italian
4570,italian
4571,southern_us
4572,chinese
4573,french
4574,irish
4575,indian
4576,italian
4577,chinese
4578,mexican
4579,southern_us
4580,indian
4581,chinese
4582,french
4583,southern_us
4584,french
4585,southern_us
4586,mexican
4587,french
4588,southern_us
4589,french
4590,irish
4591,french
4592,italian
4593,italian
4594,indian
4595,mexican
4596,southern_us
4597,italian
4598,italian
4599,spanish
4600,italian
4601,mexican
4602,moroccan
4603,mexican
4604,french
4605,italian
4606,filipino
4607,mexican
4608,british
4609,chinese
4610,southern_us
4611,mexican
4612,southern_us
4613,southern_us
4614,mexican
4615,southern_us
4616,french
4617,mexican
4618,french
4619,jamaican
4620,japanese
4621,mexican
4622,italian
4623,italian
4624,french
4625,chinese
4626,italian
4627,french
4628,italian
4629,greek
4630,french
4631,italian
4632,french
4633,southern_us
4634,thai
4635,french
4636,french
4637,moroccan
4638,mexican
4639,french
4640,british
4641,korean
4642,mexican
4643,southern_us
4644,italian
4645,british
4646,italian
4647,indian
4648,italian
4649,italian
4650,french
4651,southern_us
4652,french
4653,southern_us
4654,thai
4655,indian
4656,chinese
4657,french
4658,indian
4659,italian
4660,greek
4661,british
4662,italian
4663,italian
4664,chinese
4665,southern_us
4666,spanish
4667,japanese
4668,southern_us
4669,moroccan
4670,chinese
4671,french
4672,southern_us
4673,southern_us
4674,greek
4675,indian
4676,italian
4677,mexican
4678,southern_us
4679,italian
4680,indian
4681,italian
4682,french
4683,jamaican
4684,italian
4685,greek
4686,italian
4687,greek
4688,italian
4689,moroccan
4690,french
4691,moroccan
4692,italian
4693,french
4694,french
4695,mexican
4696,russian
4697,french
4698,southern_us
4699,irish
4700,southern_us
4701,southern_us
4702,french
4703,french
4704,italian
4705,italian
4706,italian
4707,filipino
4708,mexican
4709,indian
4710,italian
4711,french
4712,indian
4713,greek
4714,french
4715,mexican
4716,korean
4717,japanese
4718,southern_us
4719,jamaican
4720,chinese
4721,southern_us
4722,italian
4723,southern_us
4724,moroccan
4725,french
4726,mexican
4727,mexican
4728,moroccan
4729,italian
4730,french
4731,italian
4732,italian
4733,italian
4734,italian
4735,mexican
4736,mexican
4737,french
4738,southern_us
4739,italian
4740,british
4741,italian
4742,italian
4743,thai
4744,russian
4745,french
4746,indian
4747,french
4748,thai
4749,italian
4750,southern_us
4751,french
4752,italian
4753,french
4754,mexican
4755,french
4756,italian
4757,italian
4758,italian
4759,french
4760,mexican
4761,italian
4762,italian
4763,french
4764,southern_us
4765,mexican
4766,italian
4767,thai
4768,cajun_creole
4769,british
4770,french
4771,indian
4772,mexican
4773,mexican
4774,indian
4775,indian
4776,italian
4777,french
4778,italian
4779,southern_us
4780,indian
4781,italian
4782,french
4783,italian
4784,southern_us
4785,japanese
4786,brazilian
4787,thai
4788,french
4789,italian
4790,french
4791,italian
4792,french
4793,french
4794,greek
4795,southern_us
4796,southern_us
4797,french
4798,southern_us
4799,mexican
4800,moroccan
4801,french
4802,french
4803,italian
4804,french
4805,moroccan
4806,southern_us
4807,southern_us
4808,southern_us
4809,southern_us
4810,southern_us
4811,italian
4812,southern_us
4813,french
4814,southern_us
4815,greek
4816,southern_us
4817,indian
4818,italian
4819,italian
4820,british
4821,southern_us
4822,southern_us
4823,french
4824,chinese
4825,french
4826,greek
4827,italian
4828,italian
4829,mexican
4830,french
4831,mexican
4832,french
4833,italian
4834,italian
4835,indian
4836,chinese
4837,french
4838,indian
4839,chinese
4840,mexican
4841,greek
4842,southern_us
4843,italian
4844,moroccan
4845,mexican
4846,italian
4847,moroccan
4848,italian
4849,italian
4850,indian
4851,italian
4852,italian
4853,italian
4854,italian
4855,italian
4856,french
4857,french
4858,korean
4859,spanish
4860,italian
4861,mexican
4862,french
4863,greek
4864,southern_us
4865,italian
4866,spanish
4867,chinese
4868,thai
4869,indian
4870,mexican
4871,british
4872,french
4873,british
4874,french
4875,british
4876,italian
4877,chinese
4878,spanish
4879,korean
4880,brazilian
4881,french
4882,french
4883,french
4884,brazilian
4885,british
4886,southern_us
4887,french
4888,southern_us
4889,mexican
4890,italian
4891,southern_us
4892,southern_us
4893,italian
4894,french
4895,french
4896,moroccan
4897,southern_us
4898,irish
4899,chinese
4900,southern_us
4901,mexican
4902,french
4903,italian
4904,italian
4905,italian
4906,greek
4907,italian
4908,french
4909,mexican
4910,italian
4911,french
4912,french
4913,french
4914,mexican
4915,chinese
4916,french
4917,greek
4918,irish
4919,french
4920,french
4921,french
4922,french
4923,italian
4924,southern_us
4925,italian
4926,mexican
4927,greek
4928,british
4929,italian
4930,french
4931,italian
4932,southern_us
4933,mexican
4934,italian
4935,southern_us
4936,italian
4937,thai
4938,irish
4939,southern_us
4940,southern_us
4941,mexican
4942,moroccan
4943,southern_us
4944,french
4945,italian
4946,italian
4947,southern_us
4948,thai
4949,french
4950,greek
4951,indian
4952,indian
4953,filipino
4954,italian
4955,italian
4956,russian
4957,french
4958,mexican
4959,indian
4960,mexican
4961,french
4962,italian
4963,indian
4964,italian
4965,greek
4966,mexican
4967,italian
4968,greek
4969,french
4970,italian
4971,italian
4972,southern_us
4973,french
4974,french
4975,mexican
4976,korean
4977,southern_us
4978,russian
4979,italian
4980,brazilian
4981,french
4982,southern_us
4983,southern_us
4984,mexican
4985,southern_us
4986,mexican
4987,italian
4988,mexican
4989,italian
4990,italian
4991,italian
4992,italian
4993,british
4994,french
4995,italian
4996,southern_us
4997,italian
4998,southern_us
4999,french
5000,chinese
5001,southern_us
5002,southern_us
5003,italian
5004,mexican
5005,mexican
5006,spanish
5007,mexican
5008,southern_us
5009,mexican
5010,french
5011,southern_us
5012,chinese
5013,mexican
5014,italian
5015,southern_us
5016,greek
5017,cajun_creole
5018,french
5019,italian
5020,irish
5021,chinese
5022,italian
5023,greek
5024,british
5025,french
5026,mexican
5027,french
5028,italian
5029,italian
5030,southern_us
5031,chinese
5032,british
5033,italian
5034,french
5035,italian
5036,chinese
5037,italian
5038,italian
5039,brazilian
5040,italian
5041,southern_us
5042,mexican
5043,italian
5044,italian
5045,french
5046,indian
5047,french
5048,french
5049,filipino
5050,cajun_creole
5051,vietnamese
5052,indian
5053,italian
5054,french
5055,southern_us
5056,italian
5057,italian
5058,french
5059,french
5060,french
5061,indian
5062,southern_us
5063,italian
5064,spanish
5065,french
5066,british
5067,southern_us
5068,french
5069,cajun_creole
5070,mexican
5071,southern_us
5072,french
5073,indian
5074,mexican
5075,french
5076,mexican
5077,mexican
5078,italian
5079,chinese
5080,french
5081,italian
5082,mexican
5083,indian
5084,cajun_creole
5085,southern_us
5086,italian
5087,spanish
5088,italian
5089,cajun_creole
5090,mexican
5091,french
5092,french
5093,mexican
5094,italian
5095,southern_us
5096,italian
5097,italian
5098,french
5099,southern_us
5100,french
5101,italian
5102,french
5103,mexican
5104,italian
5105,southern_us
5106,italian
5107,french
5108,cajun_creole
5109,french
5110,irish
5111,italian
5112,british
5113,british
5114,italian
5115,southern_us
5116,cajun_creole
5117,mexican
5118,italian
5119,thai
5120,british
5121,italian
5122,french
5123,southern_us
5124,french
5125,mexican
5126,italian
5127,french
5128,french
5129,french
5130,spanish
5131,french
5132,italian
5133,italian
5134,french
5135,chinese
5136,indian
5137,french
5138,french
5139,southern_us
5140,italian
5141,italian
5142,korean
5143,italian
5144,irish
5145,mexican
5146,italian
5147,french
5148,french
5149,french
5150,french
5151,brazilian
5152,mexican
5153,french
5154,italian
5155,greek
5156,french
5157,greek
5158,japanese
5159,italian
5160,french
5161,french
5162,mexican
5163,italian
5164,italian
5165,french
5166,italian
5167,french
5168,cajun_creole
5169,chinese
5170,italian
5171,italian
5172,southern_us
5173,italian
5174,spanish
5175,southern_us
5176,italian
5177,chinese
5178,italian
5179,southern_us
5180,french
5181,mexican
5182,italian
5183,southern_us
5184,brazilian
5185,french
5186,southern_us
5187,mexican
5188,french
5189,italian
5190,french
5191,southern_us
5192,southern_us
5193,italian
5194,southern_us
5195,italian
5196,british
5197,southern_us
5198,italian
5199,southern_us
5200,french
5201,cajun_creole
5202,russian
5203,italian
5204,italian
5205,mexican
5206,chinese
5207,french
5208,russian
5209,japanese
5210,moroccan
5211,french
5212,italian
5213,irish
5214,french
5215,french
5216,french
5217,southern_us
5218,italian
5219,french
5220,french
5221,mexican
5222,southern_us
5223,french
5224,southern_us
5225,italian
5226,british
5227,southern_us
5228,french
5229,italian
5230,southern_us
5231,southern_us
5232,russian
5233,mexican
5234,cajun_creole
5235,french
5236,irish
5237,italian
5238,mexican
5239,thai
5240,italian
5241,italian
5242,moroccan
5243,irish
5244,italian
5245,italian
5246,japanese
5247,russian
5248,french
5249,italian
5250,italian
5251,southern_us
5252,cajun_creole
5253,spanish
5254,southern_us
5255,british
5256,mexican
5257,italian
5258,mexican
5259,italian
5260,spanish
5261,italian
5262,southern_us
5263,french
5264,french
5265,indian
5266,spanish
5267,thai
5268,french
5269,french
5270,japanese
5271,southern_us
5272,french
5273,cajun_creole
5274,southern_us
5275,italian
5276,mexican
5277,italian
5278,french
5279,french
5280,british
5281,french
5282,greek
5283,italian
5284,japanese
5285,french
5286,italian
5287,french
5288,korean
5289,mexican
5290,french
5291,french
5292,cajun_creole
5293,chinese
5294,french
5295,indian
5296,mexican
5297,italian
5298,italian
5299,chinese
5300,chinese
5301,spanish
5302,italian
5303,southern_us
5304,italian
5305,thai
5306,russian
5307,italian
5308,greek
5309,mexican
5310,chinese
5311,italian
5312,mexican
5313,french
5314,italian
5315,irish
5316,mexican
5317,southern_us
5318,mexican
5319,moroccan
5320,greek
5321,italian
5322,french
5323,italian
5324,italian
5325,southern_us
5326,mexican
5327,mexican
5328,italian
5329,italian
5330,french
5331,italian
5332,southern_us
5333,british
5334,southern_us
5335,french
5336,french
5337,italian
5338,moroccan
5339,french
5340,indian
5341,italian
5342,french
5343,mexican
5344,french
5345,italian
5346,french
5347,japanese
5348,moroccan
5349,cajun_creole
5350,mexican
5351,chinese
5352,british
5353,southern_us
5354,italian
5355,southern_us
5356,japanese
5357,italian
5358,italian
5359,french
5360,french
5361,chinese
5362,italian
5363,italian
5364,french
5365,mexican
5366,mexican
5367,jamaican
5368,southern_us
5369,indian
5370,southern_us
5371,southern_us
5372,italian
5373,cajun_creole
5374,indian
5375,italian
5376,mexican
5377,italian
5378,thai
5379,indian
5380,japanese
5381,jamaican
5382,italian
5383,spanish
5384,italian
5385,italian
5386,french
5387,southern_us
5388,italian
5389,italian
5390,spanish
5391,italian
5392,italian
5393,italian
5394,jamaican
5395,southern_us
5396,italian
5397,moroccan
5398,italian
5399,southern_us
5400,italian
5401,southern_us
5402,french
5403,french
5404,southern_us
5405,french
5406,italian
5407,italian
5408,italian
5409,jamaican
5410,thai
5411,italian
5412,spanish
5413,italian
5414,italian
5415,southern_us
5416,french
5417,french
5418,greek
5419,mexican
5420,russian
5421,mexican
5422,french
5423,mexican
5424,indian
5425,british
5426,french
5427,korean
5428,british
5429,indian
5430,french
5431,southern_us
5432,french
5433,italian
5434,mexican
5435,french
5436,thai
5437,french
5438,irish
5439,italian
5440,japanese
5441,japanese
5442,italian
5443,greek
5444,italian
5445,french
5446,southern_us
5447,greek
5448,italian
5449,italian
5450,chinese
5451,british
5452,thai
5453,russian
5454,moroccan
5455,moroccan
5456,french
5457,greek
5458,british
5459,greek
5460,french
5461,italian
5462,french
5463,italian
5464,french
5465,mexican
5466,french
5467,french
5468,french
5469,italian
5470,mexican
5471,italian
5472,italian
5473,italian
5474,greek
5475,chinese
5476,irish
5477,greek
5478,italian
5479,chinese
5480,french
5481,french
5482,irish
5483,italian
5484,french
5485,french
5486,italian
5487,mexican
5488,mexican
5489,spanish
5490,italian
5491,italian
5492,japanese
5493,japanese
5494,southern_us
5495,italian
5496,southern_us
5497,italian
5498,italian
5499,southern_us
5500,irish
5501,italian
5502,moroccan
5503,french
5504,greek
5505,french
5506,italian
5507,french
5508,french
5509,southern_us
5510,italian
5511,brazilian
5512,french
5513,indian
5514,italian
5515,southern_us
5516,indian
5517,mexican
5518,french
5519,greek
5520,southern_us
5521,french
5522,french
5523,korean
5524,italian
5525,italian
5526,french
5527,southern_us
5528,french
5529,indian
5530,southern_us
5531,italian
5532,chinese
5533,mexican
5534,cajun_creole
5535,vietnamese
5536,mexican
5537,french
5538,french
5539,italian
5540,brazilian
5541,mexican
5542,greek
5543,southern_us
5544,italian
5545,french
5546,southern_us
5547,british
5548,southern_us
5549,italian
5550,southern_us
5551,italian
5552,french
5553,indian
5554,spanish
5555,italian
5556,british
5557,korean
5558,mexican
5559,irish
5560,italian
5561,french
5562,italian
5563,brazilian
5564,french
5565,mexican
5566,mexican
5567,chinese
5568,italian
5569,french
5570,mexican
5571,mexican
5572,italian
5573,italian
5574,mexican
5575,southern_us
5576,italian
5577,french
5578,greek
5579,italian
5580,southern_us
5581,british
5582,italian
5583,greek
5584,italian
5585,italian
5586,italian
5587,italian
5588,southern_us
5589,italian
5590,italian
5591,italian
5592,southern_us
5593,mexican
5594,french
5595,french
5596,mexican
5597,greek
5598,french
5599,southern_us
5600,french
5601,greek
5602,greek
5603,southern_us
5604,italian
5605,moroccan
5606,french
5607,moroccan
5608,french
5609,cajun_creole
5610,french
5611,indian
5612,italian
5613,italian
5614,italian
5615,french
5616,mexican
5617,french
5618,greek
5619,italian
5620,indian
5621,italian
5622,spanish
5623,italian
5624,french
5625,indian
5626,italian
5627,southern_us
5628,mexican
5629,italian
5630,thai
5631,italian
5632,southern_us
5633,southern_us
5634,irish
5635,italian
5636,italian
5637,southern_us
5638,southern_us
5639,french
5640,southern_us
5641,southern_us
5642,southern_us
5643,indian
5644,chinese
5645,italian
5646,mexican
5647,french
5648,southern_us
5649,mexican
5650,italian
5651,italian
5652,french
5653,southern_us
5654,russian
5655,thai
5656,french
5657,french
5658,southern_us
5659,southern_us
5660,italian
5661,moroccan
5662,italian
5663,italian
5664,italian
5665,mexican
5666,southern_us
5667,southern_us
5668,indian
5669,italian
5670,indian
5671,spanish
5672,italian
5673,italian
5674,cajun_creole
5675,southern_us
5676,russian
5677,russian
5678,russian
5679,greek
5680,italian
5681,southern_us
5682,french
5683,french
5684,japanese
5685,mexican
5686,mexican
5687,indian
5688,mexican
5689,french
5690,italian
5691,french
5692,italian
5693,french
5694,french
5695,southern_us
5696,italian
5697,greek
5698,french
5699,french
5700,french
5701,mexican
5702,southern_us
5703,french
5704,southern_us
5705,southern_us
5706,spanish
5707,southern_us
5708,italian
5709,mexican
5710,southern_us
5711,mexican
5712,mexican
5713,italian
5714,japanese
5715,french
5716,french
5717,southern_us
5718,mexican
5719,italian
5720,greek
5721,mexican
5722,mexican
5723,irish
5724,cajun_creole
5725,italian
5726,french
5727,italian
5728,indian
5729,mexican
5730,italian
5731,southern_us
5732,mexican
5733,french
5734,italian
5735,italian
5736,southern_us
5737,chinese
5738,chinese
5739,italian
5740,british
5741,italian
5742,southern_us
5743,italian
5744,italian
5745,italian
5746,mexican
5747,jamaican
5748,southern_us
5749,spanish
5750,southern_us
5751,italian
5752,french
5753,russian
5754,french
5755,italian
5756,french
5757,southern_us
5758,southern_us
5759,italian
5760,italian
5761,french
5762,mexican
5763,french
5764,french
5765,southern_us
5766,mexican
5767,french
5768,mexican
5769,french
5770,italian
5771,italian
5772,italian
5773,french
5774,greek
5775,irish
5776,french
5777,japanese
5778,spanish
5779,southern_us
5780,southern_us
5781,greek
5782,southern_us
5783,french
5784,french
5785,japanese
5786,french
5787,mexican
5788,chinese
5789,indian
5790,italian
5791,italian
5792,italian
5793,italian
5794,french
5795,indian
5796,french
5797,mexican
5798,southern_us
5799,italian
5800,cajun_creole
5801,french
5802,italian
5803,southern_us
5804,italian
5805,southern_us
5806,french
5807,spanish
5808,italian
5809,italian
5810,japanese
5811,cajun_creole
5812,italian
5813,southern_us
5814,spanish
5815,italian
5816,thai
5817,thai
5818,italian
5819,thai
5820,jamaican
5821,chinese
5822,southern_us
5823,mexican
5824,french
5825,southern_us
5826,french
5827,korean
5828,mexican
5829,french
5830,italian
5831,italian
5832,mexican
5833,british
5834,mexican
5835,italian
5836,southern_us
5837,moroccan
5838,irish
5839,french
5840,italian
5841,italian
5842,french
5843,greek
5844,greek
5845,mexican
5846,mexican
5847,french
5848,italian
5849,indian
5850,italian
5851,italian
5852,mexican
5853,italian
5854,french
5855,italian
5856,southern_us
5857,southern_us
5858,french
5859,southern_us
5860,southern_us
5861,italian
5862,italian
5863,french
5864,thai
5865,thai
5866,indian
5867,korean
5868,japanese
5869,italian
5870,japanese
5871,indian
5872,russian
5873,french
5874,french
5875,italian
5876,thai
5877,southern_us
5878,italian
5879,greek
5880,southern_us
5881,french
5882,greek
5883,thai
5884,french
5885,chinese
5886,british
5887,french
5888,irish
5889,italian
5890,french
5891,southern_us
5892,italian
5893,french
5894,russian
5895,french
5896,mexican
5897,japanese
5898,british
5899,italian
5900,indian
5901,southern_us
5902,french
5903,southern_us
5904,french
5905,italian
5906,mexican
5907,italian
5908,french
5909,moroccan
5910,spanish
5911,italian
5912,italian
5913,italian
5914,french
5915,italian
5916,italian
5917,french
5918,greek
5919,italian
5920,italian
5921,italian
