,0
10577,greek
10578,italian
10579,spanish
10580,french
10581,thai
10582,indian
10583,mexican
10584,spanish
10585,southern_us
10586,french
10587,greek
10588,japanese
10589,vietnamese
10590,italian
10591,italian
10592,british
10593,southern_us
10594,spanish
10595,mexican
10596,chinese
10597,southern_us
10598,italian
10599,italian
10600,italian
10601,french
10602,chinese
10603,japanese
10604,italian
10605,italian
10606,irish
10607,southern_us
10608,french
10609,indian
10610,italian
10611,italian
10612,french
10613,greek
10614,italian
10615,italian
10616,southern_us
10617,cajun_creole
10618,french
10619,greek
10620,greek
10621,british
10622,french
10623,italian
10624,indian
10625,mexican
10626,southern_us
10627,french
10628,italian
10629,mexican
10630,french
10631,french
10632,southern_us
10633,southern_us
10634,southern_us
10635,mexican
10636,southern_us
10637,greek
10638,italian
10639,italian
10640,italian
10641,chinese
10642,southern_us
10643,mexican
10644,indian
10645,chinese
10646,french
10647,french
10648,french
10649,italian
10650,mexican
10651,russian
10652,italian
10653,french
10654,french
10655,italian
10656,french
10657,southern_us
10658,italian
10659,chinese
10660,italian
10661,french
10662,french
10663,southern_us
10664,mexican
10665,french
10666,italian
10667,mexican
10668,indian
10669,italian
10670,indian
10671,indian
10672,french
10673,french
10674,indian
10675,french
10676,italian
10677,mexican
10678,southern_us
10679,southern_us
10680,italian
10681,southern_us
10682,mexican
10683,indian
10684,french
10685,indian
10686,thai
10687,italian
10688,french
10689,italian
10690,french
10691,southern_us
10692,italian
10693,italian
10694,mexican
10695,french
10696,italian
10697,french
10698,mexican
10699,italian
10700,french
10701,mexican
10702,southern_us
10703,mexican
10704,moroccan
10705,italian
10706,cajun_creole
10707,russian
10708,french
10709,french
10710,french
10711,french
10712,italian
10713,italian
10714,italian
10715,irish
10716,mexican
10717,french
10718,french
10719,italian
10720,cajun_creole
10721,british
10722,vietnamese
10723,french
10724,vietnamese
10725,spanish
10726,southern_us
10727,italian
10728,indian
10729,southern_us
10730,italian
10731,mexican
10732,moroccan
10733,italian
10734,thai
10735,greek
10736,indian
10737,southern_us
10738,southern_us
10739,italian
10740,thai
10741,southern_us
10742,russian
10743,southern_us
10744,spanish
10745,spanish
10746,italian
10747,japanese
10748,thai
10749,southern_us
10750,chinese
10751,irish
10752,spanish
10753,mexican
10754,french
10755,french
10756,french
10757,indian
10758,french
10759,french
10760,chinese
10761,italian
10762,italian
10763,french
10764,greek
10765,french
10766,italian
10767,italian
10768,french
10769,french
10770,southern_us
10771,british
10772,french
10773,indian
10774,italian
10775,moroccan
10776,moroccan
10777,mexican
10778,thai
10779,indian
10780,moroccan
10781,italian
10782,italian
10783,southern_us
10784,southern_us
10785,italian
10786,mexican
10787,french
10788,british
10789,italian
10790,thai
10791,italian
10792,southern_us
10793,italian
10794,southern_us
10795,mexican
10796,japanese
10797,italian
10798,russian
10799,southern_us
10800,italian
10801,italian
10802,japanese
10803,italian
10804,japanese
10805,italian
10806,mexican
10807,british
10808,southern_us
10809,italian
10810,russian
10811,french
10812,italian
10813,italian
10814,french
10815,thai
10816,italian
10817,irish
10818,italian
10819,french
10820,italian
10821,french
10822,cajun_creole
10823,mexican
10824,italian
10825,moroccan
10826,italian
10827,italian
10828,italian
10829,mexican
10830,italian
10831,moroccan
10832,moroccan
10833,french
10834,italian
10835,french
10836,italian
10837,french
10838,italian
10839,korean
10840,french
10841,french
10842,french
10843,french
10844,french
10845,french
10846,greek
10847,italian
10848,southern_us
10849,mexican
10850,greek
10851,mexican
10852,indian
10853,french
10854,italian
10855,brazilian
10856,italian
10857,french
10858,french
10859,moroccan
10860,french
10861,french
10862,thai
10863,italian
10864,italian
10865,irish
10866,greek
10867,indian
10868,chinese
10869,southern_us
10870,french
10871,french
10872,spanish
10873,italian
10874,southern_us
10875,italian
10876,moroccan
10877,southern_us
10878,italian
10879,italian
10880,irish
10881,greek
10882,thai
10883,french
10884,moroccan
10885,chinese
10886,italian
10887,southern_us
10888,italian
10889,indian
10890,mexican
10891,moroccan
10892,japanese
10893,french
10894,italian
10895,french
10896,italian
10897,italian
10898,italian
10899,french
10900,greek
10901,mexican
10902,chinese
10903,french
10904,moroccan
10905,spanish
10906,chinese
10907,italian
10908,mexican
10909,italian
10910,spanish
10911,mexican
10912,italian
10913,italian
10914,french
10915,french
10916,southern_us
10917,french
10918,british
10919,moroccan
10920,korean
10921,italian
10922,southern_us
10923,italian
10924,vietnamese
10925,french
10926,italian
10927,irish
10928,italian
10929,chinese
10930,southern_us
10931,russian
10932,indian
10933,japanese
10934,indian
10935,indian
10936,southern_us
10937,italian
10938,french
10939,chinese
10940,southern_us
10941,russian
10942,italian
10943,mexican
10944,greek
10945,italian
10946,italian
10947,thai
10948,french
10949,mexican
10950,southern_us
10951,southern_us
10952,southern_us
10953,french
10954,indian
10955,jamaican
10956,indian
10957,french
10958,irish
10959,moroccan
10960,italian
10961,moroccan
10962,vietnamese
10963,thai
10964,southern_us
10965,french
10966,italian
10967,thai
10968,mexican
10969,italian
10970,italian
10971,mexican
10972,french
10973,italian
10974,southern_us
10975,thai
10976,italian
10977,italian
10978,french
10979,mexican
10980,mexican
10981,southern_us
10982,mexican
10983,italian
10984,spanish
10985,french
10986,french
10987,french
10988,indian
10989,french
10990,mexican
10991,cajun_creole
10992,italian
10993,greek
10994,french
10995,mexican
10996,french
10997,southern_us
10998,french
10999,indian
11000,southern_us
11001,indian
11002,southern_us
11003,french
11004,french
11005,mexican
11006,moroccan
11007,italian
11008,italian
11009,italian
11010,italian
11011,french
11012,italian
11013,mexican
11014,indian
11015,french
11016,french
11017,thai
11018,southern_us
11019,italian
11020,mexican
11021,italian
11022,italian
11023,japanese
11024,italian
11025,irish
11026,greek
11027,chinese
11028,italian
11029,thai
11030,moroccan
11031,italian
11032,greek
11033,italian
11034,french
11035,indian
11036,french
11037,mexican
11038,russian
11039,southern_us
11040,southern_us
11041,italian
11042,southern_us
11043,french
11044,french
11045,spanish
11046,italian
11047,southern_us
11048,french
11049,french
11050,french
11051,moroccan
11052,mexican
11053,indian
11054,mexican
11055,southern_us
11056,french
11057,italian
11058,italian
11059,italian
11060,southern_us
11061,southern_us
11062,french
11063,italian
11064,french
11065,italian
11066,mexican
11067,southern_us
11068,southern_us
11069,southern_us
11070,italian
11071,southern_us
11072,mexican
11073,italian
11074,italian
11075,italian
11076,french
11077,italian
11078,southern_us
11079,british
11080,southern_us
11081,indian
11082,southern_us
11083,mexican
11084,indian
11085,italian
11086,russian
11087,italian
11088,french
11089,mexican
11090,french
11091,french
11092,southern_us
11093,thai
11094,vietnamese
11095,french
11096,french
11097,brazilian
11098,chinese
11099,italian
11100,french
11101,chinese
11102,italian
11103,southern_us
11104,french
11105,vietnamese
11106,italian
11107,french
11108,mexican
11109,italian
11110,british
11111,italian
11112,french
11113,mexican
11114,mexican
11115,mexican
11116,southern_us
11117,russian
11118,mexican
11119,french
11120,italian
11121,southern_us
11122,mexican
11123,british
11124,mexican
11125,italian
11126,irish
11127,southern_us
11128,italian
11129,french
11130,southern_us
11131,italian
11132,french
11133,italian
11134,mexican
11135,mexican
11136,chinese
11137,italian
11138,french
11139,italian
11140,italian
11141,italian
11142,italian
11143,italian
11144,moroccan
11145,italian
11146,italian
11147,spanish
11148,japanese
11149,indian
11150,italian
11151,chinese
11152,mexican
11153,southern_us
11154,moroccan
11155,moroccan
11156,italian
11157,southern_us
11158,french
11159,chinese
11160,italian
11161,southern_us
11162,italian
11163,japanese
11164,italian
11165,french
11166,italian
11167,french
11168,mexican
11169,southern_us
11170,italian
11171,mexican
11172,french
11173,italian
11174,indian
11175,french
11176,chinese
11177,italian
11178,italian
11179,french
11180,italian
11181,indian
11182,italian
11183,british
11184,southern_us
11185,french
11186,italian
11187,brazilian
11188,italian
11189,italian
11190,mexican
11191,greek
11192,irish
11193,greek
11194,chinese
11195,greek
11196,jamaican
11197,southern_us
11198,italian
11199,filipino
11200,southern_us
11201,mexican
11202,french
11203,brazilian
11204,jamaican
11205,mexican
11206,italian
11207,french
11208,russian
11209,mexican
11210,japanese
11211,thai
11212,russian
11213,french
11214,french
11215,italian
11216,southern_us
11217,mexican
11218,japanese
11219,italian
11220,chinese
11221,french
11222,mexican
11223,french
11224,french
11225,southern_us
11226,french
11227,italian
11228,spanish
11229,french
11230,southern_us
11231,southern_us
11232,italian
11233,italian
11234,southern_us
11235,italian
11236,french
11237,italian
11238,indian
11239,italian
11240,italian
11241,french
11242,french
11243,french
11244,italian
11245,italian
11246,southern_us
11247,southern_us
11248,southern_us
11249,indian
11250,italian
11251,greek
11252,french
11253,french
11254,greek
11255,japanese
11256,french
11257,french
11258,italian
11259,mexican
11260,italian
11261,italian
11262,southern_us
11263,french
11264,french
11265,italian
11266,thai
11267,italian
11268,moroccan
11269,jamaican
11270,greek
11271,mexican
11272,french
11273,mexican
11274,italian
11275,southern_us
11276,southern_us
11277,spanish
11278,southern_us
11279,french
11280,southern_us
11281,spanish
11282,italian
11283,chinese
11284,moroccan
11285,british
11286,russian
11287,italian
11288,southern_us
11289,french
11290,british
11291,french
11292,mexican
11293,mexican
11294,french
11295,italian
11296,brazilian
11297,brazilian
11298,italian
11299,italian
11300,french
11301,italian
11302,french
11303,french
11304,southern_us
11305,greek
11306,british
11307,brazilian
11308,french
11309,italian
11310,spanish
11311,french
11312,french
11313,southern_us
11314,southern_us
11315,spanish
11316,italian
11317,french
11318,japanese
11319,southern_us
11320,italian
11321,french
11322,mexican
11323,russian
11324,irish
11325,italian
11326,italian
11327,cajun_creole
11328,french
11329,french
11330,british
11331,french
11332,french
11333,southern_us
11334,southern_us
11335,italian
11336,italian
11337,italian
11338,mexican
11339,jamaican
11340,italian
11341,southern_us
11342,french
11343,spanish
11344,italian
11345,italian
11346,indian
11347,french
11348,southern_us
11349,french
11350,italian
11351,italian
11352,vietnamese
11353,french
11354,southern_us
11355,italian
11356,southern_us
11357,french
11358,french
11359,mexican
11360,british
11361,cajun_creole
11362,japanese
11363,british
11364,french
11365,southern_us
11366,french
11367,southern_us
11368,french
11369,mexican
11370,moroccan
11371,thai
11372,mexican
11373,chinese
11374,greek
11375,mexican
11376,italian
11377,french
11378,thai
11379,french
11380,italian
11381,southern_us
11382,southern_us
11383,southern_us
11384,mexican
11385,mexican
11386,mexican
11387,chinese
11388,southern_us
11389,french
11390,italian
11391,italian
11392,indian
11393,italian
11394,chinese
11395,french
11396,mexican
11397,italian
11398,southern_us
11399,italian
11400,italian
11401,italian
11402,italian
11403,southern_us
11404,indian
11405,french
11406,brazilian
11407,southern_us
11408,russian
11409,french
11410,italian
11411,thai
11412,french
11413,spanish
11414,southern_us
11415,indian
11416,southern_us
11417,french
11418,indian
11419,italian
11420,southern_us
11421,spanish
11422,british
11423,italian
11424,italian
11425,italian
11426,irish
11427,italian
11428,southern_us
11429,french
11430,italian
11431,british
11432,italian
11433,irish
11434,southern_us
11435,southern_us
11436,indian
11437,italian
11438,cajun_creole
11439,french
11440,indian
11441,southern_us
11442,italian
11443,italian
11444,italian
11445,southern_us
11446,southern_us
11447,french
11448,jamaican
11449,italian
11450,italian
11451,vietnamese
11452,southern_us
11453,french
11454,italian
11455,french
11456,french
11457,irish
11458,mexican
11459,mexican
11460,spanish
11461,italian
11462,moroccan
11463,greek
11464,mexican
11465,french
11466,mexican
11467,british
11468,french
11469,french
11470,southern_us
11471,greek
11472,italian
11473,korean
11474,jamaican
11475,southern_us
11476,russian
11477,french
11478,british
11479,italian
11480,italian
11481,french
11482,french
11483,french
11484,indian
11485,italian
11486,southern_us
11487,moroccan
11488,french
11489,italian
11490,italian
11491,irish
11492,greek
11493,mexican
11494,british
11495,french
11496,irish
11497,korean
11498,chinese
11499,italian
11500,southern_us
11501,southern_us
11502,french
11503,indian
11504,thai
11505,southern_us
11506,southern_us
11507,moroccan
11508,italian
11509,italian
11510,italian
11511,southern_us
11512,greek
11513,southern_us
11514,mexican
11515,mexican
11516,italian
11517,french
11518,french
11519,italian
11520,southern_us
11521,italian
11522,french
11523,southern_us
11524,italian
11525,italian
11526,french
11527,italian
11528,greek
11529,italian
11530,italian
11531,italian
11532,french
11533,moroccan
11534,french
11535,italian
11536,mexican
11537,greek
11538,italian
11539,jamaican
11540,french
11541,italian
11542,french
11543,indian
11544,italian
11545,southern_us
11546,brazilian
11547,southern_us
11548,italian
11549,italian
11550,cajun_creole
11551,greek
11552,italian
11553,spanish
11554,french
11555,indian
11556,mexican
11557,greek
11558,italian
11559,italian
11560,french
11561,italian
11562,italian
11563,french
11564,french
11565,italian
11566,italian
11567,french
11568,thai
11569,vietnamese
11570,french
11571,southern_us
11572,mexican
11573,southern_us
11574,italian
11575,italian
11576,italian
11577,italian
11578,italian
11579,southern_us
11580,italian
11581,french
11582,greek
11583,mexican
11584,spanish
11585,russian
11586,southern_us
11587,mexican
11588,italian
11589,southern_us
11590,french
11591,southern_us
11592,indian
11593,russian
11594,indian
11595,irish
11596,italian
11597,southern_us
11598,indian
11599,mexican
11600,greek
11601,french
11602,french
11603,mexican
11604,mexican
11605,italian
11606,italian
11607,mexican
11608,italian
11609,southern_us
11610,mexican
11611,mexican
11612,chinese
11613,indian
11614,italian
11615,french
11616,moroccan
11617,italian
11618,japanese
11619,indian
11620,italian
11621,southern_us
11622,southern_us
11623,italian
11624,southern_us
11625,italian
11626,french
11627,moroccan
11628,italian
11629,italian
11630,spanish
11631,italian
11632,southern_us
11633,italian
11634,mexican
11635,italian
11636,italian
11637,indian
11638,mexican
11639,irish
11640,japanese
11641,french
11642,italian
11643,korean
11644,brazilian
11645,thai
11646,southern_us
11647,italian
11648,french
11649,southern_us
11650,mexican
11651,mexican
11652,italian
11653,indian
11654,indian
11655,moroccan
11656,mexican
11657,southern_us
11658,spanish
11659,japanese
11660,italian
11661,moroccan
11662,mexican
11663,italian
11664,vietnamese
11665,southern_us
11666,jamaican
11667,british
11668,mexican
11669,french
11670,mexican
11671,southern_us
11672,italian
11673,russian
11674,mexican
11675,french
11676,indian
11677,indian
11678,southern_us
11679,irish
11680,french
11681,southern_us
11682,indian
11683,greek
11684,spanish
11685,japanese
11686,southern_us
11687,french
11688,russian
11689,irish
11690,southern_us
11691,italian
11692,italian
11693,southern_us
11694,french
11695,southern_us
11696,italian
11697,italian
11698,southern_us
11699,mexican
11700,italian
11701,french
11702,french
11703,southern_us
11704,japanese
11705,korean
11706,italian
11707,italian
11708,southern_us
11709,italian
11710,russian
11711,italian
11712,italian
11713,french
11714,italian
11715,mexican
11716,italian
11717,french
11718,french
11719,irish
11720,italian
11721,italian
11722,southern_us
11723,french
11724,southern_us
11725,italian
11726,italian
11727,indian
11728,spanish
11729,french
11730,mexican
11731,southern_us
11732,italian
11733,greek
11734,italian
11735,indian
11736,italian
11737,french
11738,italian
11739,british
11740,cajun_creole
11741,southern_us
11742,french
11743,spanish
11744,french
11745,british
11746,southern_us
11747,japanese
11748,chinese
11749,italian
11750,italian
11751,french
11752,southern_us
11753,italian
11754,french
11755,italian
11756,southern_us
11757,french
11758,chinese
11759,southern_us
11760,indian
11761,french
11762,italian
11763,southern_us
11764,mexican
11765,italian
11766,french
11767,french
11768,french
11769,italian
11770,mexican
11771,french
11772,indian
11773,italian
11774,mexican
11775,italian
11776,italian
11777,southern_us
11778,italian
11779,spanish
11780,french
11781,italian
11782,french
11783,italian
11784,southern_us
11785,southern_us
11786,italian
11787,moroccan
11788,italian
11789,italian
11790,southern_us
11791,spanish
11792,southern_us
11793,irish
11794,italian
11795,irish
11796,british
11797,southern_us
11798,british
11799,greek
11800,southern_us
11801,french
11802,mexican
11803,southern_us
11804,french
11805,french
11806,french
11807,italian
11808,italian
11809,italian
11810,italian
11811,french
11812,italian
11813,indian
11814,french
11815,italian
11816,russian
11817,italian
11818,brazilian
11819,italian
11820,italian
11821,french
11822,chinese
11823,french
11824,italian
11825,italian
11826,mexican
11827,mexican
11828,indian
11829,chinese
11830,italian
11831,french
11832,italian
11833,southern_us
11834,italian
11835,british
11836,french
11837,italian
11838,southern_us
11839,southern_us
11840,french
11841,korean
11842,italian
11843,jamaican
11844,southern_us
11845,italian
11846,italian
11847,indian
11848,greek
11849,italian
11850,brazilian
11851,mexican
11852,japanese
11853,italian
11854,italian
11855,southern_us
11856,indian
11857,italian
11858,southern_us
11859,italian
11860,italian
11861,british
11862,japanese
11863,spanish
11864,french
11865,mexican
11866,irish
11867,french
11868,british
11869,italian
11870,italian
11871,moroccan
11872,indian
11873,french
11874,korean
11875,thai
11876,cajun_creole
11877,italian
11878,french
11879,southern_us
11880,russian
11881,irish
11882,italian
11883,thai
11884,french
11885,moroccan
11886,italian
11887,italian
11888,italian
11889,french
11890,cajun_creole
11891,french
11892,indian
11893,french
11894,italian
11895,french
11896,southern_us
11897,british
11898,french
11899,irish
11900,italian
11901,french
11902,italian
11903,greek
11904,italian
11905,italian
11906,mexican
11907,indian
11908,italian
11909,mexican
11910,irish
11911,italian
11912,british
11913,french
11914,korean
11915,southern_us
11916,spanish
11917,french
11918,thai
11919,thai
11920,french
11921,spanish
11922,indian
11923,french
11924,indian
11925,southern_us
11926,french
11927,mexican
11928,french
11929,southern_us
11930,mexican
11931,indian
11932,french
11933,french
11934,spanish
11935,southern_us
11936,italian
11937,mexican
11938,french
11939,mexican
11940,mexican
11941,italian
11942,french
11943,italian
11944,french
11945,french
11946,southern_us
11947,french
11948,mexican
11949,indian
11950,indian
11951,italian
11952,spanish
11953,french
11954,italian
11955,chinese
11956,british
11957,italian
11958,british
11959,italian
11960,french
11961,southern_us
11962,italian
11963,french
11964,southern_us
11965,italian
11966,french
11967,indian
11968,southern_us
11969,french
11970,italian
11971,thai
11972,southern_us
11973,korean
11974,italian
11975,italian
11976,french
11977,southern_us
11978,japanese
11979,italian
11980,french
11981,southern_us
11982,french
11983,french
11984,southern_us
11985,russian
11986,mexican
11987,greek
11988,british
11989,italian
11990,southern_us
11991,british
11992,southern_us
11993,british
11994,southern_us
11995,italian
11996,italian
11997,greek
11998,italian
11999,french
12000,french
12001,italian
12002,japanese
12003,spanish
12004,irish
12005,french
12006,mexican
12007,southern_us
12008,spanish
12009,chinese
12010,chinese
12011,french
12012,italian
12013,french
12014,french
12015,french
12016,southern_us
12017,chinese
12018,southern_us
12019,southern_us
12020,italian
12021,french
12022,italian
12023,southern_us
12024,mexican
12025,italian
12026,french
12027,french
12028,indian
12029,french
12030,french
12031,french
12032,southern_us
12033,italian
12034,southern_us
12035,italian
12036,french
12037,french
12038,mexican
12039,french
12040,greek
12041,mexican
12042,japanese
12043,korean
12044,spanish
12045,vietnamese
12046,french
12047,greek
12048,french
12049,italian
12050,italian
12051,french
12052,spanish
12053,mexican
12054,british
12055,french
12056,greek
12057,brazilian
12058,spanish
12059,brazilian
12060,moroccan
12061,mexican
12062,italian
12063,italian
12064,italian
12065,italian
12066,italian
12067,french
12068,italian
12069,southern_us
12070,thai
12071,mexican
12072,italian
12073,mexican
12074,chinese
12075,italian
12076,mexican
12077,italian
12078,chinese
12079,french
12080,indian
12081,mexican
12082,mexican
12083,mexican
12084,italian
12085,french
12086,french
12087,moroccan
12088,southern_us
12089,italian
12090,southern_us
12091,italian
12092,mexican
12093,italian
12094,southern_us
12095,southern_us
12096,southern_us
12097,french
12098,italian
12099,southern_us
12100,southern_us
12101,moroccan
12102,mexican
12103,french
12104,french
12105,southern_us
12106,french
12107,southern_us
12108,italian
12109,italian
12110,brazilian
12111,mexican
12112,southern_us
12113,vietnamese
12114,british
12115,spanish
12116,indian
12117,italian
12118,southern_us
12119,southern_us
12120,moroccan
12121,italian
12122,southern_us
12123,southern_us
12124,french
12125,italian
12126,italian
12127,cajun_creole
12128,mexican
12129,cajun_creole
12130,mexican
12131,greek
12132,southern_us
12133,greek
12134,greek
12135,italian
12136,french
12137,italian
12138,mexican
12139,french
12140,italian
12141,greek
12142,french
12143,french
12144,moroccan
12145,southern_us
12146,mexican
12147,indian
12148,french
12149,french
12150,italian
12151,italian
12152,southern_us
12153,french
12154,russian
12155,italian
12156,southern_us
12157,french
12158,moroccan
12159,italian
12160,indian
12161,italian
12162,moroccan
12163,italian
12164,french
12165,mexican
12166,french
12167,italian
12168,spanish
12169,japanese
12170,irish
12171,french
12172,mexican
12173,italian
12174,southern_us
12175,spanish
12176,brazilian
12177,french
12178,french
12179,french
12180,italian
12181,russian
12182,italian
12183,french
12184,mexican
12185,italian
12186,japanese
12187,moroccan
12188,mexican
12189,french
12190,korean
12191,chinese
12192,thai
12193,italian
12194,french
12195,french
12196,italian
12197,italian
12198,british
12199,italian
12200,italian
12201,mexican
12202,italian
12203,mexican
12204,southern_us
12205,italian
12206,italian
12207,italian
12208,french
12209,southern_us
12210,italian
12211,italian
12212,chinese
12213,french
12214,french
12215,italian
12216,french
12217,russian
12218,cajun_creole
12219,thai
12220,italian
12221,southern_us
12222,southern_us
12223,mexican
12224,italian
12225,italian
12226,italian
12227,indian
12228,italian
12229,chinese
12230,japanese
12231,italian
12232,mexican
12233,italian
12234,irish
12235,southern_us
12236,french
12237,greek
12238,vietnamese
12239,spanish
12240,mexican
12241,moroccan
12242,moroccan
12243,southern_us
12244,moroccan
12245,mexican
12246,chinese
12247,french
12248,italian
12249,cajun_creole
12250,french
12251,thai
12252,italian
12253,southern_us
12254,italian
12255,italian
12256,french
12257,italian
12258,italian
12259,chinese
12260,mexican
12261,italian
12262,chinese
12263,chinese
12264,italian
12265,moroccan
12266,italian
12267,french
12268,chinese
12269,italian
12270,italian
12271,cajun_creole
12272,southern_us
12273,french
12274,italian
12275,french
12276,french
12277,italian
12278,italian
12279,korean
12280,irish
12281,southern_us
12282,mexican
12283,southern_us
12284,moroccan
12285,italian
12286,french
12287,chinese
12288,mexican
12289,southern_us
12290,mexican
12291,italian
12292,southern_us
12293,southern_us
12294,italian
12295,mexican
12296,french
12297,spanish
12298,french
12299,french
12300,mexican
12301,mexican
12302,mexican
12303,italian
12304,italian
12305,french
12306,russian
12307,mexican
12308,mexican
12309,mexican
12310,southern_us
12311,italian
12312,french
12313,mexican
12314,french
12315,chinese
12316,italian
12317,southern_us
12318,french
12319,mexican
12320,french
12321,mexican
12322,french
12323,jamaican
12324,greek
12325,french
12326,southern_us
12327,southern_us
12328,spanish
12329,mexican
12330,southern_us
12331,chinese
12332,french
12333,indian
12334,southern_us
12335,jamaican
12336,italian
12337,southern_us
12338,southern_us
12339,italian
12340,southern_us
12341,southern_us
12342,mexican
12343,british
12344,british
12345,italian
12346,mexican
12347,southern_us
12348,greek
12349,british
12350,italian
12351,southern_us
12352,french
12353,mexican
12354,southern_us
12355,southern_us
12356,indian
12357,italian
12358,mexican
12359,french
12360,irish
12361,spanish
12362,french
12363,italian
12364,southern_us
12365,italian
12366,mexican
12367,italian
12368,italian
12369,french
12370,filipino
12371,italian
12372,southern_us
12373,british
12374,italian
12375,southern_us
12376,southern_us
12377,moroccan
12378,french
12379,italian
12380,french
12381,french
12382,italian
12383,italian
12384,italian
12385,cajun_creole
12386,mexican
12387,italian
12388,southern_us
12389,french
12390,mexican
12391,italian
12392,mexican
12393,italian
12394,mexican
12395,italian
12396,mexican
12397,southern_us
12398,italian
12399,japanese
12400,southern_us
12401,italian
12402,italian
12403,spanish
12404,italian
12405,indian
12406,italian
12407,italian
12408,italian
12409,french
12410,french
12411,jamaican
12412,southern_us
12413,french
12414,mexican
12415,mexican
12416,jamaican
12417,italian
12418,italian
12419,italian
12420,southern_us
12421,indian
12422,chinese
12423,italian
12424,mexican
12425,russian
12426,irish
12427,indian
12428,moroccan
12429,mexican
12430,southern_us
12431,mexican
12432,italian
12433,southern_us
12434,mexican
12435,british
12436,greek
12437,cajun_creole
12438,italian
12439,french
12440,french
12441,southern_us
12442,french
12443,british
12444,southern_us
12445,southern_us
12446,mexican
12447,italian
12448,italian
12449,mexican
12450,cajun_creole
12451,french
12452,southern_us
12453,southern_us
12454,mexican
12455,southern_us
12456,cajun_creole
12457,italian
12458,thai
12459,southern_us
12460,russian
12461,french
12462,french
12463,spanish
12464,cajun_creole
12465,french
12466,indian
12467,italian
12468,southern_us
12469,mexican
12470,french
12471,french
12472,mexican
12473,italian
12474,italian
12475,chinese
12476,southern_us
12477,indian
12478,french
12479,italian
12480,italian
12481,french
12482,italian
12483,french
12484,greek
12485,greek
12486,chinese
12487,chinese
12488,moroccan
12489,italian
12490,japanese
12491,moroccan
12492,italian
12493,spanish
12494,indian
12495,brazilian
12496,thai
12497,mexican
12498,moroccan
12499,italian
12500,french
12501,french
12502,french
12503,greek
12504,greek
12505,southern_us
12506,italian
12507,italian
12508,mexican
12509,french
12510,irish
12511,spanish
12512,japanese
12513,japanese
12514,indian
12515,french
12516,italian
12517,southern_us
12518,italian
12519,southern_us
12520,italian
12521,mexican
12522,southern_us
12523,vietnamese
12524,italian
12525,chinese
12526,french
12527,italian
12528,southern_us
12529,southern_us
12530,spanish
12531,southern_us
12532,italian
12533,brazilian
12534,irish
12535,thai
12536,italian
12537,italian
12538,greek
12539,italian
12540,italian
12541,italian
12542,british
12543,italian
12544,french
12545,french
12546,french
12547,italian
12548,cajun_creole
12549,cajun_creole
12550,cajun_creole
12551,cajun_creole
12552,southern_us
12553,irish
12554,mexican
12555,french
12556,brazilian
12557,cajun_creole
12558,french
12559,french
12560,italian
12561,cajun_creole
12562,southern_us
12563,southern_us
12564,french
12565,mexican
12566,southern_us
12567,irish
12568,french
12569,indian
12570,italian
12571,british
12572,french
12573,greek
12574,italian
12575,indian
12576,brazilian
12577,french
12578,italian
12579,moroccan
12580,thai
12581,british
12582,japanese
12583,chinese
12584,indian
12585,french
12586,thai
12587,spanish
12588,italian
12589,italian
12590,italian
12591,italian
12592,mexican
12593,mexican
12594,indian
12595,italian
12596,british
12597,italian
12598,italian
12599,french
12600,southern_us
12601,southern_us
12602,indian
12603,moroccan
12604,southern_us
12605,italian
12606,french
12607,chinese
12608,french
12609,mexican
12610,southern_us
12611,italian
12612,british
12613,italian
12614,southern_us
12615,indian
12616,southern_us
12617,jamaican
12618,southern_us
12619,southern_us
12620,greek
12621,italian
12622,southern_us
12623,thai
12624,japanese
12625,mexican
12626,italian
12627,italian
12628,mexican
12629,french
12630,thai
12631,italian
12632,italian
12633,british
12634,greek
12635,greek
12636,moroccan
12637,italian
12638,french
12639,french
12640,mexican
12641,italian
12642,greek
12643,italian
12644,french
12645,french
12646,thai
12647,italian
12648,irish
12649,french
12650,french
12651,french
12652,russian
12653,french
12654,french
12655,irish
12656,italian
12657,irish
12658,chinese
12659,southern_us
12660,italian
12661,french
12662,mexican
12663,cajun_creole
12664,italian
12665,southern_us
12666,french
12667,southern_us
12668,chinese
12669,italian
12670,french
12671,southern_us
12672,brazilian
12673,southern_us
12674,british
12675,italian
12676,french
12677,french
12678,greek
12679,moroccan
12680,french
12681,french
12682,southern_us
12683,indian
12684,japanese
12685,italian
12686,mexican
12687,indian
12688,french
12689,french
12690,mexican
12691,italian
12692,chinese
12693,mexican
12694,italian
12695,french
12696,french
12697,italian
12698,southern_us
12699,italian
12700,mexican
12701,indian
12702,italian
12703,thai
12704,chinese
12705,italian
12706,italian
12707,mexican
12708,southern_us
12709,italian
12710,italian
12711,italian
12712,italian
12713,british
12714,southern_us
12715,french
12716,chinese
12717,southern_us
12718,french
12719,italian
12720,italian
12721,southern_us
12722,indian
12723,french
12724,indian
12725,irish
12726,french
12727,italian
12728,southern_us
12729,mexican
12730,moroccan
12731,mexican
12732,italian
12733,greek
12734,mexican
12735,mexican
12736,irish
12737,french
12738,mexican
12739,southern_us
12740,thai
12741,french
12742,greek
12743,french
12744,moroccan
12745,moroccan
12746,french
12747,mexican
12748,mexican
12749,french
12750,french
12751,french
12752,korean
12753,french
12754,mexican
12755,british
12756,moroccan
12757,russian
12758,italian
12759,italian
12760,chinese
12761,southern_us
12762,italian
12763,italian
12764,mexican
12765,french
